hotel_id,Hotel Property,Arrival Date,Year,Arrival Months,Seasons,country,available Rooms,Room Sold,occupancy,ADR,market_segment,distribution_channel,to_name,company,Revenue,customer_type,lead_time,reservation_status_date,Reservation Status
4,Michamvi Property,30/07/20,2020,Jul,Peak Season,RO,18,19,1.1,262.39,Group,Group,ZanziTours,Company B,4985.49,Transite,31,06/07/20,No Show
7,Mwezi Property,30/07/20,2020,Jul,Peak Season,CN,22,24,1.1,281.77,Business,Direct,Oceanic Travels,Company A,6762.47,Transite,11,17/07/20,No Show
3,Nur Property,30/07/20,2020,Jul,Peak Season,UK,17,18,1.1,259.83,Business,Direct,ZanziTours,Company C,4676.98,Transite,155,20/07/20,Confirmed
1,Kasha Property,31/07/20,2020,Jul,Peak Season,DK,6,6,1,638.51,Leisure,Direct,Sunset Ltd,Company B,3831.04,Transite,135,28/07/20,No Show
2,Casa Property,31/07/20,2020,Jul,Peak Season,PL,14,15,1.1,238.77,Business,OTA,ZanziTours,,3581.5,Transite,153,15/07/20,Canceled
6,Fun Property,31/07/20,2020,Jul,Peak Season,IN,20,22,1.1,227.16,Leisure,OTA,TO Africa,,4997.52,Transite,142,19/07/20,Confirmed
5,Loop Property,31/07/20,2020,Jul,Peak Season,UK,17,18,1.1,209.59,Group,OTA,ZanziTours,,3772.68,Transite,170,30/07/20,Confirmed
4,Michamvi Property,31/07/20,2020,Jul,Peak Season,UK,18,19,1.1,275.57,Business,OTA,Sunset Ltd,Company C,5235.9,Transite,51,04/07/20,Confirmed
7,Mwezi Property,31/07/20,2020,Jul,Peak Season,SI,22,24,1.1,205.87,Group,Website,Sunset Ltd,Company A,4940.98,Transite,87,06/07/20,No Show
3,Nur Property,31/07/20,2020,Jul,Peak Season,UK,17,18,1.1,219.88,Leisure,TA/TO,ZanziTours,Company A,3957.93,Transite,110,06/07/20,Canceled
1,Kasha Property,01/08/20,2020,Aug,Peak Season,DE,6,6,1,797.37,Group,OTA,ZanziTours,,4784.25,Transite,94,07/07/20,No Show
2,Casa Property,01/08/20,2020,Aug,Peak Season,DE,14,15,1.1,224.43,Business,Website,Sunset Ltd,Company C,3366.39,Transite,149,08/07/20,No Show
6,Fun Property,01/08/20,2020,Aug,Peak Season,ZA,20,22,1.1,236.64,Leisure,OTA,TO Africa,Company B,5206.09,Transite,108,23/07/20,Canceled
5,Loop Property,01/08/20,2020,Aug,Peak Season,RO,17,18,1.1,231,Business,Direct,ZanziTours,,4158.04,Transite,67,17/07/20,Canceled
4,Michamvi Property,01/08/20,2020,Aug,Peak Season,US,18,19,1.1,217.81,Business,TA/TO,Oceanic Travels,,4138.32,Transite,157,14/07/20,Canceled
7,Mwezi Property,01/08/20,2020,Aug,Peak Season,LT,22,24,1.1,247.65,Group,OTA,ZanziTours,Company A,5943.65,Transite,76,30/07/20,Canceled
3,Nur Property,01/08/20,2020,Aug,Peak Season,SG,17,18,1.1,275.31,Group,Direct,ZanziTours,Company C,4955.65,Transite,65,04/07/20,Confirmed
1,Kasha Property,02/08/20,2020,Aug,Peak Season,CZ,6,6,1,822.41,Leisure,OTA,ZanziTours,Company C,4934.48,Transite,128,31/07/20,Confirmed
2,Casa Property,02/08/20,2020,Aug,Peak Season,BR,14,15,1.1,272.15,Group,Group,TO Africa,Company B,4082.27,Transite,84,15/07/20,Canceled
6,Fun Property,02/08/20,2020,Aug,Peak Season,AT,20,22,1.1,218.64,Leisure,Website,TO Africa,Company A,4810.09,Transite,62,31/07/20,Confirmed
5,Loop Property,02/08/20,2020,Aug,Peak Season,UK,17,18,1.1,259.9,Business,Direct,TO Africa,Company B,4678.27,Transite,15,09/07/20,No Show
4,Michamvi Property,02/08/20,2020,Aug,Peak Season,FR,18,19,1.1,278.65,Business,Website,TO Africa,Company C,5294.36,Transite,40,14/07/20,No Show
7,Mwezi Property,02/08/20,2020,Aug,Peak Season,IE,22,24,1.1,237.09,Corporate,Website,Sunset Ltd,Company B,5690.21,Transite,168,15/07/20,Confirmed
3,Nur Property,02/08/20,2020,Aug,Peak Season,LU,17,18,1.1,256.87,Leisure,Direct,ZanziTours,Company A,4623.72,Transite,173,29/07/20,Confirmed
1,Kasha Property,03/08/20,2020,Aug,Peak Season,IN,6,6,1,655.95,Corporate,Group,TO Africa,Company C,3935.69,Transite,149,12/07/20,No Show
2,Casa Property,03/08/20,2020,Aug,Peak Season,UK,14,15,1.1,293.38,Corporate,Group,ZanziTours,,4400.75,Transite,166,31/07/20,No Show
6,Fun Property,03/08/20,2020,Aug,Peak Season,BE,20,22,1.1,259.37,Group,OTA,Oceanic Travels,Company A,5706.11,Transite,16,24/07/20,Confirmed
5,Loop Property,03/08/20,2020,Aug,Peak Season,ZA,17,18,1.1,231.65,Corporate,Direct,ZanziTours,Company C,4169.72,Transite,72,06/07/20,No Show
4,Michamvi Property,03/08/20,2020,Aug,Peak Season,FR,18,19,1.1,236.99,Leisure,OTA,Sunset Ltd,Company C,4502.81,Transite,144,16/07/20,No Show
7,Mwezi Property,03/08/20,2020,Aug,Peak Season,IN,22,24,1.1,293.42,Group,OTA,TO Africa,Company C,7042.11,Transite,85,19/07/20,Confirmed
3,Nur Property,03/08/20,2020,Aug,Peak Season,CH,17,18,1.1,231.95,Leisure,TA/TO,Sunset Ltd,Company C,4175.13,Transite,58,01/08/20,Confirmed
1,Kasha Property,04/08/20,2020,Aug,Peak Season,UK,6,6,1,753.24,Corporate,Group,Sunset Ltd,Company A,4519.44,Transite,97,29/07/20,Confirmed
2,Casa Property,04/08/20,2020,Aug,Peak Season,CH,14,15,1.1,221.88,Group,Direct,Oceanic Travels,Company C,3328.22,Transite,149,12/07/20,No Show
6,Fun Property,04/08/20,2020,Aug,Peak Season,EE,20,22,1.1,251.65,Group,OTA,ZanziTours,Company B,5536.34,Transite,170,28/07/20,Confirmed
5,Loop Property,04/08/20,2020,Aug,Peak Season,FR,17,18,1.1,251.21,Business,Direct,Oceanic Travels,Company A,4521.77,Transite,83,10/07/20,No Show
4,Michamvi Property,04/08/20,2020,Aug,Peak Season,IE,18,19,1.1,229.22,Leisure,Corporate,Sunset Ltd,Company B,4355.18,Transite,46,29/07/20,Canceled
7,Mwezi Property,04/08/20,2020,Aug,Peak Season,LV,22,24,1.1,236.73,Corporate,Website,Sunset Ltd,Company B,5681.59,Transite,40,09/07/20,No Show
3,Nur Property,04/08/20,2020,Aug,Peak Season,NL,17,18,1.1,250.15,Group,OTA,Oceanic Travels,Company C,4502.68,Transite,17,26/07/20,No Show
1,Kasha Property,05/08/20,2020,Aug,Peak Season,FR,6,6,1,674.25,Leisure,Direct,Oceanic Travels,Company C,4045.51,Transite,62,26/07/20,Canceled
2,Casa Property,05/08/20,2020,Aug,Peak Season,CH,14,15,1.1,224.97,Corporate,Direct,ZanziTours,,3374.61,Transite,64,31/07/20,Confirmed
6,Fun Property,05/08/20,2020,Aug,Peak Season,LV,20,22,1.1,266.55,Group,OTA,ZanziTours,Company C,5864.07,Transite,20,12/07/20,No Show
5,Loop Property,05/08/20,2020,Aug,Peak Season,FR,17,18,1.1,226.92,Corporate,Website,TO Africa,,4084.56,Transite,1,22/07/20,Confirmed
4,Michamvi Property,05/08/20,2020,Aug,Peak Season,LV,18,19,1.1,242.91,Leisure,Website,Oceanic Travels,,4615.32,Transite,121,26/07/20,Canceled
7,Mwezi Property,05/08/20,2020,Aug,Peak Season,SK,22,24,1.1,266.95,Group,Website,ZanziTours,Company A,6406.72,Transite,75,12/07/20,Canceled
3,Nur Property,05/08/20,2020,Aug,Peak Season,NL,17,18,1.1,252.38,Business,Group,Sunset Ltd,Company B,4542.79,Transite,70,25/07/20,Confirmed
1,Kasha Property,06/08/20,2020,Aug,Peak Season,BG,6,6,1,780.96,Corporate,Website,TO Africa,Company A,4685.76,Transite,134,28/07/20,Confirmed
2,Casa Property,06/08/20,2020,Aug,Peak Season,PL,14,15,1.1,266.23,Group,OTA,TO Africa,Company C,3993.41,Transite,29,20/07/20,Canceled
6,Fun Property,06/08/20,2020,Aug,Peak Season,CN,20,22,1.1,227.12,Business,TA/TO,TO Africa,Company C,4996.67,Transite,147,14/07/20,Confirmed
5,Loop Property,06/08/20,2020,Aug,Peak Season,EE,17,18,1.1,208.08,Business,OTA,Sunset Ltd,Company C,3745.49,Transite,148,22/07/20,No Show
4,Michamvi Property,06/08/20,2020,Aug,Peak Season,AT,18,19,1.1,238.71,Business,OTA,TO Africa,Company C,4535.44,Transite,170,05/08/20,Canceled
7,Mwezi Property,06/08/20,2020,Aug,Peak Season,FR,22,24,1.1,282.91,Corporate,TA/TO,Oceanic Travels,Company C,6789.78,Transite,36,21/07/20,Confirmed
3,Nur Property,06/08/20,2020,Aug,Peak Season,NL,17,18,1.1,249.38,Leisure,Direct,TO Africa,,4488.78,Transite,15,04/08/20,Confirmed
1,Kasha Property,07/08/20,2020,Aug,Peak Season,SG,6,6,1,702.56,Group,OTA,Oceanic Travels,Company A,4215.33,Transite,110,05/08/20,Canceled
2,Casa Property,07/08/20,2020,Aug,Peak Season,DE,14,15,1.1,243.03,Group,Group,Oceanic Travels,Company C,3645.5,Transite,15,08/07/20,No Show
6,Fun Property,07/08/20,2020,Aug,Peak Season,IE,20,22,1.1,232.39,Business,OTA,ZanziTours,,5112.58,Transite,78,09/07/20,Confirmed
5,Loop Property,07/08/20,2020,Aug,Peak Season,US,17,18,1.1,285.26,Business,OTA,ZanziTours,Company C,5134.67,Transite,44,06/08/20,Canceled
4,Michamvi Property,07/08/20,2020,Aug,Peak Season,IN,18,19,1.1,254.26,Group,Group,ZanziTours,,4830.93,Transite,71,26/07/20,Confirmed
7,Mwezi Property,07/08/20,2020,Aug,Peak Season,FR,22,24,1.1,257.84,Corporate,Website,ZanziTours,Company B,6188.21,Transite,66,04/08/20,Confirmed
3,Nur Property,07/08/20,2020,Aug,Peak Season,SK,17,18,1.1,267.38,Business,Website,Sunset Ltd,Company A,4812.87,Transite,130,06/08/20,Canceled
1,Kasha Property,08/08/20,2020,Aug,Peak Season,RO,6,6,1,682.51,Group,Direct,Oceanic Travels,Company B,4095.04,Transite,115,20/07/20,Canceled
2,Casa Property,08/08/20,2020,Aug,Peak Season,FR,14,15,1.1,268.84,Leisure,TA/TO,TO Africa,,4032.67,Transite,12,11/07/20,No Show
6,Fun Property,08/08/20,2020,Aug,Peak Season,AT,20,22,1.1,240.31,Leisure,Group,Oceanic Travels,Company C,5286.78,Transite,48,22/07/20,Canceled
5,Loop Property,08/08/20,2020,Aug,Peak Season,CZ,17,18,1.1,258.13,Group,Group,TO Africa,Company C,4646.37,Transite,87,01/08/20,No Show
4,Michamvi Property,08/08/20,2020,Aug,Peak Season,PL,18,19,1.1,244.95,Business,TA/TO,TO Africa,,4654.03,Transite,11,25/07/20,No Show
7,Mwezi Property,08/08/20,2020,Aug,Peak Season,DE,22,24,1.1,252.41,Leisure,Direct,ZanziTours,Company C,6057.87,Transite,70,27/07/20,No Show
3,Nur Property,08/08/20,2020,Aug,Peak Season,LV,17,18,1.1,245.36,Corporate,OTA,Sunset Ltd,Company A,4416.51,Transite,78,06/08/20,No Show
1,Kasha Property,09/08/20,2020,Aug,Peak Season,UK,6,6,1,726.14,Corporate,Direct,Sunset Ltd,Company B,4356.84,Transite,38,31/07/20,No Show
2,Casa Property,09/08/20,2020,Aug,Peak Season,DK,14,15,1.1,264.5,Business,Website,Oceanic Travels,Company B,3967.5,Transite,56,05/08/20,Canceled
6,Fun Property,09/08/20,2020,Aug,Peak Season,CN,20,22,1.1,269.9,Business,OTA,TO Africa,Company A,5937.86,Transite,30,20/07/20,Confirmed
5,Loop Property,09/08/20,2020,Aug,Peak Season,CN,17,18,1.1,254.34,Leisure,Website,ZanziTours,,4578.05,Transite,25,30/07/20,Confirmed
4,Michamvi Property,09/08/20,2020,Aug,Peak Season,PL,18,19,1.1,227.91,Corporate,OTA,ZanziTours,Company A,4330.36,Transite,148,31/07/20,No Show
7,Mwezi Property,09/08/20,2020,Aug,Peak Season,BG,22,24,1.1,232.44,Group,Direct,TO Africa,Company B,5578.64,Transite,130,01/08/20,Confirmed
3,Nur Property,09/08/20,2020,Aug,Peak Season,LU,17,18,1.1,225.6,Group,OTA,TO Africa,,4060.8,Transite,43,13/07/20,No Show
1,Kasha Property,10/08/20,2020,Aug,Peak Season,DK,6,6,1,819.64,Business,OTA,ZanziTours,,4917.83,Transite,159,16/07/20,No Show
2,Casa Property,10/08/20,2020,Aug,Peak Season,HU,14,15,1.1,238.24,Corporate,OTA,TO Africa,Company B,3573.56,Transite,99,02/08/20,Canceled
6,Fun Property,10/08/20,2020,Aug,Peak Season,CH,20,22,1.1,205,Leisure,OTA,ZanziTours,,4509.95,Transite,109,21/07/20,Confirmed
5,Loop Property,10/08/20,2020,Aug,Peak Season,UK,17,18,1.1,225.54,Business,OTA,TO Africa,Company C,4059.81,Transite,176,24/07/20,Confirmed
4,Michamvi Property,10/08/20,2020,Aug,Peak Season,EE,18,19,1.1,241.77,Group,Direct,Oceanic Travels,Company B,4593.65,Transite,58,31/07/20,Confirmed
7,Mwezi Property,10/08/20,2020,Aug,Peak Season,UK,22,24,1.1,229.31,Corporate,TA/TO,ZanziTours,Company B,5503.54,Transite,84,05/08/20,Canceled
3,Nur Property,10/08/20,2020,Aug,Peak Season,AT,17,18,1.1,248.9,Leisure,Direct,TO Africa,Company B,4480.14,Transite,137,05/08/20,No Show
1,Kasha Property,11/08/20,2020,Aug,Peak Season,EE,6,6,1,696.02,Leisure,Direct,Oceanic Travels,Company C,4176.12,Transite,7,31/07/20,No Show
2,Casa Property,11/08/20,2020,Aug,Peak Season,CA,14,15,1.1,267.41,Leisure,TA/TO,Sunset Ltd,Company A,4011.08,Transite,4,24/07/20,No Show
6,Fun Property,11/08/20,2020,Aug,Peak Season,CH,20,22,1.1,251.53,Corporate,OTA,TO Africa,Company B,5533.72,Transite,78,03/08/20,Canceled
5,Loop Property,11/08/20,2020,Aug,Peak Season,PL,17,18,1.1,261.93,Group,TA/TO,ZanziTours,,4714.73,Transite,139,07/08/20,Confirmed
4,Michamvi Property,11/08/20,2020,Aug,Peak Season,SI,18,19,1.1,276.07,Corporate,Group,Sunset Ltd,Company A,5245.33,Transite,165,18/07/20,Canceled
7,Mwezi Property,11/08/20,2020,Aug,Peak Season,NL,22,24,1.1,253.04,Group,Website,TO Africa,Company B,6072.9,Transite,144,24/07/20,Confirmed
3,Nur Property,11/08/20,2020,Aug,Peak Season,FR,17,18,1.1,226.57,Group,OTA,Oceanic Travels,Company B,4078.34,Transite,80,22/07/20,Canceled
1,Kasha Property,12/08/20,2020,Aug,Peak Season,DK,6,6,1,782.3,Group,OTA,Sunset Ltd,,4693.78,Transite,180,24/07/20,Canceled
2,Casa Property,12/08/20,2020,Aug,Peak Season,CZ,14,15,1.1,241.6,Corporate,OTA,ZanziTours,Company B,3624.01,Transite,131,22/07/20,Canceled
6,Fun Property,12/08/20,2020,Aug,Peak Season,BG,20,22,1.1,212.46,Leisure,Website,Oceanic Travels,,4674.01,Transite,129,13/07/20,Canceled
5,Loop Property,12/08/20,2020,Aug,Peak Season,NL,17,18,1.1,228,Business,OTA,ZanziTours,Company C,4104.01,Transite,164,14/07/20,No Show
4,Michamvi Property,12/08/20,2020,Aug,Peak Season,EE,18,19,1.1,216.89,Corporate,Direct,ZanziTours,,4120.85,Transite,17,13/07/20,Confirmed
7,Mwezi Property,12/08/20,2020,Aug,Peak Season,LT,22,24,1.1,266.42,Business,OTA,Oceanic Travels,Company B,6394.08,Transite,101,23/07/20,Confirmed
3,Nur Property,12/08/20,2020,Aug,Peak Season,SK,17,18,1.1,242.28,Leisure,Group,Sunset Ltd,Company B,4361.09,Transite,150,16/07/20,Canceled
1,Kasha Property,13/08/20,2020,Aug,Peak Season,UK,6,6,1,634.77,Leisure,OTA,Oceanic Travels,Company B,3808.6,Transite,138,25/07/20,Canceled
2,Casa Property,13/08/20,2020,Aug,Peak Season,SK,14,15,1.1,290.05,Group,TA/TO,ZanziTours,Company A,4350.68,Transite,93,23/07/20,Confirmed
6,Fun Property,13/08/20,2020,Aug,Peak Season,BR,20,22,1.1,222.34,Business,OTA,Sunset Ltd,Company A,4891.39,Transite,26,12/08/20,No Show
5,Loop Property,13/08/20,2020,Aug,Peak Season,SI,17,18,1.1,205.08,Leisure,Website,TO Africa,Company C,3691.37,Transite,62,31/07/20,Confirmed
4,Michamvi Property,13/08/20,2020,Aug,Peak Season,CH,18,19,1.1,260.28,Corporate,Direct,ZanziTours,,4945.35,Transite,20,07/08/20,Confirmed
7,Mwezi Property,13/08/20,2020,Aug,Peak Season,JP,22,24,1.1,285.57,Group,Direct,Sunset Ltd,Company B,6853.79,Transite,44,20/07/20,No Show
3,Nur Property,13/08/20,2020,Aug,Peak Season,AE,17,18,1.1,278.39,Leisure,Direct,Sunset Ltd,,5011.07,Transite,71,06/08/20,No Show
1,Kasha Property,14/08/20,2020,Aug,Peak Season,AT,6,6,1,711.09,Corporate,Direct,Sunset Ltd,Company C,4266.51,Transite,32,04/08/20,Confirmed
2,Casa Property,14/08/20,2020,Aug,Peak Season,SK,14,15,1.1,220.83,Leisure,OTA,ZanziTours,Company C,3312.4,Transite,3,02/08/20,Confirmed
6,Fun Property,14/08/20,2020,Aug,Peak Season,DK,20,22,1.1,255.37,Corporate,OTA,ZanziTours,Company C,5618.13,Transite,21,17/07/20,Canceled
5,Loop Property,14/08/20,2020,Aug,Peak Season,IE,17,18,1.1,265.71,Business,OTA,TO Africa,,4782.72,Transite,36,21/07/20,No Show
4,Michamvi Property,14/08/20,2020,Aug,Peak Season,NL,18,19,1.1,217.4,Leisure,Website,Oceanic Travels,Company B,4130.66,Transite,119,11/08/20,Canceled
7,Mwezi Property,14/08/20,2020,Aug,Peak Season,UK,22,24,1.1,212.1,Business,TA/TO,ZanziTours,Company A,5090.4,Transite,174,12/08/20,No Show
3,Nur Property,14/08/20,2020,Aug,Peak Season,UK,17,18,1.1,286.12,Group,Website,ZanziTours,Company C,5150.13,Transite,156,28/07/20,Canceled
1,Kasha Property,15/08/20,2020,Aug,Peak Season,IE,6,6,1,672.39,Business,Website,Sunset Ltd,Company A,4034.32,Transite,85,23/07/20,No Show
2,Casa Property,15/08/20,2020,Aug,Peak Season,UK,14,15,1.1,241.64,Business,Direct,Oceanic Travels,,3624.64,Transite,13,31/07/20,No Show
6,Fun Property,15/08/20,2020,Aug,Peak Season,BE,20,22,1.1,227.36,Business,OTA,Oceanic Travels,Company A,5001.86,Transite,80,03/08/20,Canceled
5,Loop Property,15/08/20,2020,Aug,Peak Season,NL,17,18,1.1,264.47,Group,OTA,Sunset Ltd,Company A,4760.38,Transite,90,22/07/20,Canceled
4,Michamvi Property,15/08/20,2020,Aug,Peak Season,LT,18,19,1.1,216.61,Business,Website,ZanziTours,Company C,4115.65,Transite,42,21/07/20,Canceled
7,Mwezi Property,15/08/20,2020,Aug,Peak Season,BE,22,24,1.1,226.39,Corporate,TA/TO,Oceanic Travels,Company B,5433.47,Transite,19,19/07/20,Canceled
3,Nur Property,15/08/20,2020,Aug,Peak Season,DE,17,18,1.1,275.01,Business,Direct,Sunset Ltd,Company A,4950.18,Transite,84,25/07/20,No Show
1,Kasha Property,16/08/20,2020,Aug,Peak Season,BG,6,6,1,797.35,Group,TA/TO,Oceanic Travels,Company C,4784.12,Transite,28,20/07/20,No Show
2,Casa Property,16/08/20,2020,Aug,Peak Season,UK,14,15,1.1,246.25,Leisure,Direct,TO Africa,Company C,3693.71,Transite,126,10/08/20,Confirmed
6,Fun Property,16/08/20,2020,Aug,Peak Season,PL,20,22,1.1,288.98,Group,OTA,ZanziTours,Company A,6357.51,Transite,33,02/08/20,No Show
5,Loop Property,16/08/20,2020,Aug,Peak Season,IE,17,18,1.1,213.83,Corporate,Direct,Sunset Ltd,Company B,3848.93,Transite,149,29/07/20,No Show
4,Michamvi Property,16/08/20,2020,Aug,Peak Season,BR,18,19,1.1,254.59,Corporate,OTA,Sunset Ltd,Company C,4837.2,Transite,170,19/07/20,Canceled
7,Mwezi Property,16/08/20,2020,Aug,Peak Season,CZ,22,24,1.1,242.8,Leisure,OTA,Oceanic Travels,,5827.25,Transite,22,10/08/20,No Show
3,Nur Property,16/08/20,2020,Aug,Peak Season,DE,17,18,1.1,277.15,Business,Group,Oceanic Travels,,4988.74,Transite,141,27/07/20,Confirmed
1,Kasha Property,17/08/20,2020,Aug,Peak Season,BE,6,6,1,788.74,Leisure,Direct,Oceanic Travels,Company A,4732.46,Transite,95,23/07/20,Confirmed
2,Casa Property,17/08/20,2020,Aug,Peak Season,RO,14,15,1.1,223.49,Corporate,Direct,Oceanic Travels,Company B,3352.3,Transite,67,02/08/20,Confirmed
6,Fun Property,17/08/20,2020,Aug,Peak Season,LU,20,22,1.1,246.77,Group,OTA,TO Africa,Company B,5428.98,Transite,145,30/07/20,No Show
5,Loop Property,17/08/20,2020,Aug,Peak Season,CN,17,18,1.1,226.78,Business,OTA,Sunset Ltd,Company B,4082.08,Transite,50,26/07/20,Canceled
4,Michamvi Property,17/08/20,2020,Aug,Peak Season,BE,18,19,1.1,276.36,Corporate,Direct,Sunset Ltd,,5250.83,Transite,115,23/07/20,Canceled
7,Mwezi Property,17/08/20,2020,Aug,Peak Season,FR,22,24,1.1,235.87,Business,OTA,Oceanic Travels,Company C,5660.99,Transite,92,09/08/20,Canceled
3,Nur Property,17/08/20,2020,Aug,Peak Season,AU,17,18,1.1,232.45,Leisure,Group,Sunset Ltd,Company B,4184.05,Transite,137,23/07/20,Confirmed
1,Kasha Property,18/08/20,2020,Aug,Peak Season,DE,6,6,1,628.29,Leisure,OTA,Oceanic Travels,Company B,3769.75,Transite,108,10/08/20,No Show
2,Casa Property,18/08/20,2020,Aug,Peak Season,CH,14,15,1.1,250.82,Leisure,Website,Oceanic Travels,Company B,3762.32,Transite,174,24/07/20,Canceled
6,Fun Property,18/08/20,2020,Aug,Peak Season,IE,20,22,1.1,247.07,Corporate,OTA,Sunset Ltd,Company C,5435.49,Transite,169,29/07/20,No Show
5,Loop Property,18/08/20,2020,Aug,Peak Season,LU,17,18,1.1,222.31,Corporate,Website,TO Africa,Company A,4001.54,Transite,132,07/08/20,No Show
4,Michamvi Property,18/08/20,2020,Aug,Peak Season,HU,18,19,1.1,263.94,Corporate,Direct,Sunset Ltd,Company B,5014.77,Transite,3,26/07/20,No Show
7,Mwezi Property,18/08/20,2020,Aug,Peak Season,LU,22,24,1.1,247.19,Group,OTA,Oceanic Travels,Company B,5932.61,Transite,64,21/07/20,Canceled
3,Nur Property,18/08/20,2020,Aug,Peak Season,AT,17,18,1.1,273.89,Business,Group,Sunset Ltd,Company B,4930.06,Transite,75,20/07/20,Canceled
1,Kasha Property,19/08/20,2020,Aug,Peak Season,ZA,6,6,1,745.88,Business,TA/TO,Oceanic Travels,Company B,4475.27,Transite,23,15/08/20,Confirmed
2,Casa Property,19/08/20,2020,Aug,Peak Season,DK,14,15,1.1,262.63,Group,Direct,ZanziTours,Company C,3939.52,Transite,84,02/08/20,Canceled
6,Fun Property,19/08/20,2020,Aug,Peak Season,FR,20,22,1.1,281.32,Group,Direct,Oceanic Travels,,6188.98,Transite,177,18/08/20,No Show
5,Loop Property,19/08/20,2020,Aug,Peak Season,CZ,17,18,1.1,238.42,Leisure,OTA,TO Africa,Company A,4291.51,Transite,132,02/08/20,Canceled
4,Michamvi Property,19/08/20,2020,Aug,Peak Season,BR,18,19,1.1,233.17,Corporate,TA/TO,ZanziTours,,4430.25,Transite,81,20/07/20,No Show
7,Mwezi Property,19/08/20,2020,Aug,Peak Season,DE,22,24,1.1,247.69,Business,Website,Oceanic Travels,,5944.52,Transite,143,24/07/20,Confirmed
3,Nur Property,19/08/20,2020,Aug,Peak Season,SG,17,18,1.1,261.61,Group,Corporate,Sunset Ltd,Company B,4709.01,Transite,129,18/08/20,No Show
1,Kasha Property,20/08/20,2020,Aug,Peak Season,DE,6,6,1,798.57,Leisure,Direct,Sunset Ltd,Company B,4791.41,Transite,85,24/07/20,Canceled
2,Casa Property,20/08/20,2020,Aug,Peak Season,IE,14,15,1.1,242.85,Group,OTA,Oceanic Travels,Company A,3642.72,Transite,40,05/08/20,Canceled
6,Fun Property,20/08/20,2020,Aug,Peak Season,AT,20,22,1.1,228.51,Corporate,OTA,TO Africa,Company B,5027.13,Transite,111,30/07/20,No Show
5,Loop Property,20/08/20,2020,Aug,Peak Season,CH,17,18,1.1,223.06,Business,Direct,Oceanic Travels,,4015.15,Transite,42,06/08/20,No Show
4,Michamvi Property,20/08/20,2020,Aug,Peak Season,DK,18,19,1.1,224.46,Corporate,Direct,Sunset Ltd,Company B,4264.75,Transite,159,28/07/20,Canceled
7,Mwezi Property,20/08/20,2020,Aug,Peak Season,AT,22,24,1.1,213.57,Business,OTA,Oceanic Travels,Company B,5125.63,Transite,136,08/08/20,Canceled
3,Nur Property,20/08/20,2020,Aug,Peak Season,IE,17,18,1.1,273.17,Corporate,TA/TO,Oceanic Travels,,4917,Transite,25,16/08/20,Canceled
1,Kasha Property,21/08/20,2020,Aug,Peak Season,SG,6,6,1,640.23,Corporate,OTA,TO Africa,Company B,3841.35,Transite,88,03/08/20,Confirmed
2,Casa Property,21/08/20,2020,Aug,Peak Season,CA,14,15,1.1,263.22,Corporate,OTA,TO Africa,Company B,3948.29,Transite,172,14/08/20,Confirmed
6,Fun Property,21/08/20,2020,Aug,Peak Season,AU,20,22,1.1,239.31,Leisure,Group,ZanziTours,Company C,5264.85,Transite,3,29/07/20,Canceled
5,Loop Property,21/08/20,2020,Aug,Peak Season,UK,17,18,1.1,220.87,Business,Group,Oceanic Travels,Company C,3975.63,Transite,87,25/07/20,No Show
4,Michamvi Property,21/08/20,2020,Aug,Peak Season,LU,18,19,1.1,211.65,Group,OTA,TO Africa,Company B,4021.28,Transite,172,12/08/20,No Show
7,Mwezi Property,21/08/20,2020,Aug,Peak Season,CZ,22,24,1.1,253.1,Business,Direct,Sunset Ltd,Company C,6074.28,Transite,70,03/08/20,Confirmed
3,Nur Property,21/08/20,2020,Aug,Peak Season,JP,17,18,1.1,222.84,Business,TA/TO,TO Africa,,4011.18,Transite,16,20/08/20,Confirmed
1,Kasha Property,22/08/20,2020,Aug,Peak Season,BG,6,6,1,615.73,Business,TA/TO,ZanziTours,Company B,3694.37,Transite,69,29/07/20,No Show
2,Casa Property,22/08/20,2020,Aug,Peak Season,BR,14,15,1.1,237.04,Business,Group,TO Africa,Company C,3555.54,Transite,18,17/08/20,Confirmed
6,Fun Property,22/08/20,2020,Aug,Peak Season,IN,20,22,1.1,238.43,Corporate,Website,ZanziTours,Company A,5245.4,Transite,170,26/07/20,No Show
5,Loop Property,22/08/20,2020,Aug,Peak Season,BE,17,18,1.1,224.35,Corporate,OTA,ZanziTours,Company C,4038.3,Transite,42,26/07/20,Confirmed
4,Michamvi Property,22/08/20,2020,Aug,Peak Season,AU,18,19,1.1,267.71,Business,Direct,Oceanic Travels,Company B,5086.53,Transite,39,27/07/20,Canceled
7,Mwezi Property,22/08/20,2020,Aug,Peak Season,DE,22,24,1.1,250,Corporate,OTA,ZanziTours,Company C,6000.04,Transite,154,21/08/20,Confirmed
3,Nur Property,22/08/20,2020,Aug,Peak Season,FR,17,18,1.1,255.35,Group,OTA,ZanziTours,Company A,4596.33,Transite,51,07/08/20,Confirmed
1,Kasha Property,23/08/20,2020,Aug,Peak Season,CZ,6,6,1,729.52,Corporate,Website,ZanziTours,,4377.12,Transite,69,01/08/20,Confirmed
2,Casa Property,23/08/20,2020,Aug,Peak Season,DE,14,15,1.1,221.04,Group,Direct,Sunset Ltd,Company A,3315.64,Transite,148,29/07/20,No Show
